Index,Date,Open,High,Low,Close,Adj Close,Volume
NYA,8837.0,7016.72998,7016.72998,7016.72998,7016.72998,7016.72998,1013000000.0
NYA,8838.0,7002.560059,7002.560059,7002.560059,7002.560059,7002.560059,1059600000.0
NYA,8839.0,6974.430176,6974.430176,6974.430176,6974.430176,6974.430176,1158300000.0
NYA,8840.0,6954.97998,6954.97998,6954.97998,6954.97998,6954.97998,1107200000.0
NYA,8841.0,6907.609863,6907.609863,6907.609863,6907.609863,6907.609863,1075500000.0
NYA,8842.0,6989.129883,6989.129883,6989.129883,6989.129883,6989.129883,1012300000.0
NYA,8843.0,6954.549805,6954.549805,6954.549805,6954.549805,6954.549805,1075200000.0
NYA,8844.0,6894.390137,6894.390137,6894.390137,6894.390137,6894.390137,1150300000.0
NYA,8845.0,6919.97998,6919.97998,6919.97998,6919.97998,6919.97998,1153700000.0
NYA,8846.0,6850.509766,6850.509766,6850.509766,6850.509766,6850.509766,1257200000.0
NYA,8847.0,6781.359863,6781.359863,6781.359863,6781.359863,6781.359863,1112200000.0
NYA,8848.0,6658.700195,6658.700195,6658.700195,6658.700195,6658.700195,1208500000.0
NYA,8849.0,6636.279785,6636.279785,6636.279785,6636.279785,6636.279785,1365900000.0
NYA,8850.0,6587.430176,6587.430176,6587.430176,6587.430176,6587.430176,1231300000.0
NYA,8851.0,6708.930176,6708.930176,6708.930176,6708.930176,6708.930176,1130800000.0
NYA,8852.0,6698.040039,6698.040039,6698.040039,6698.040039,6698.040039,1114100000.0
NYA,8853.0,6629.089844,6629.089844,6629.089844,6629.089844,6629.089844,1225300000.0
NYA,8854.0,6610.169922,6610.169922,6610.169922,6610.169922,6610.169922,1294900000.0
NYA,8855.0,6628.350098,6628.350098,6628.350098,6628.350098,6628.350098,1294000000.0
NYA,8856.0,6649.290039,6649.290039,6649.290039,6649.290039,6649.290039,929200000.0
NYA,8857.0,6684.5,6684.5,6684.5,6684.5,6684.5,1091800000.0
NYA,8858.0,6721.830078,6721.830078,6721.830078,6721.830078,6721.830078,1132200000.0
NYA,8859.0,6759.259766,6759.259766,6759.259766,6759.259766,6759.259766,1114100000.0
NYA,8860.0,6650.77002,6650.77002,6650.77002,6650.77002,6650.77002,1085900000.0
NYA,8861.0,6407.359863,6407.359863,6407.359863,6407.359863,6407.359863,1229000000.0
NYA,8862.0,6443.0,6443.0,6443.0,6443.0,6443.0,1360900000.0
NYA,8863.0,6278.259766,6278.259766,6278.259766,6278.259766,6278.259766,1397400000.0
NYA,8864.0,6332.080078,6332.080078,6332.080078,6332.080078,6332.080078,1259500000.0
NYA,8865.0,6213.759766,6213.759766,6213.759766,6213.759766,6213.759766,1543560000.0
NYA,8866.0,6303.740234,6303.740234,6303.740234,6303.740234,6303.740234,1126200000.0
NYA,8867.0,6201.919922,6201.919922,6201.919922,6201.919922,6201.919922,1235900000.0
NYA,8868.0,6081.379883,6081.379883,6081.379883,6081.379883,6081.379883,1346300000.0
NYA,8869.0,5988.430176,5988.430176,5988.430176,5988.430176,5988.430176,1723950000.0
NYA,8870.0,6110.240234,6110.240234,6110.240234,6110.240234,6110.240234,1364900000.0
NYA,8871.0,6206.890137,6206.890137,6206.890137,6206.890137,6206.890137,1114000000.0
NYA,8872.0,6340.959961,6340.959961,6340.959961,6340.959961,6340.959961,1314200000.0
NYA,8873.0,6239.140137,6239.140137,6239.140137,6239.140137,6239.140137,1333400000.0
NYA,8874.0,6224.540039,6224.540039,6224.540039,6224.540039,6224.540039,1234500000.0
NYA,8875.0,6298.350098,6298.350098,6298.350098,6298.350098,6298.350098,1280800000.0
NYA,8876.0,6230.990234,6230.990234,6230.990234,6230.990234,6230.990234,1204200000.0
NYA,8877.0,6049.02002,6049.02002,6049.02002,6049.02002,6049.02002,1386100000.0
NYA,8878.0,6055.680176,6055.680176,6055.680176,6055.680176,6055.680176,1425590000.0
NYA,8879.0,6265.459961,6265.459961,6265.459961,6265.459961,6265.459961,1368000000.0
NYA,8880.0,6164.799805,6164.799805,6164.799805,6164.799805,6164.799805,1266800000.0
NYA,8881.0,6214.080078,6214.080078,6214.080078,6214.080078,6214.080078,1062800000.0
NYA,8882.0,6342.439941,6342.439941,6342.439941,6342.439941,6342.439941,1349600000.0
NYA,8883.0,6291.370117,6291.370117,6291.370117,6291.370117,6291.370117,1290300000.0
NYA,8884.0,6362.640137,6362.640137,6362.640137,6362.640137,6362.640137,1102000000.0
NYA,8885.0,6368.77002,6368.77002,6368.77002,6368.77002,6368.77002,913900000.0
NYA,8886.0,6437.080078,6437.080078,6437.080078,6437.080078,6437.080078,1109600000.0
NYA,8887.0,6619.370117,6619.370117,6619.370117,6619.370117,6619.370117,1918900000.0
NYA,8888.0,6649.080078,6649.080078,6649.080078,6649.080078,6649.080078,1486800000.0
NYA,8889.0,6591.129883,6591.129883,6591.129883,6591.129883,6591.129883,1338700000.0
NYA,8890.0,6542.709961,6542.709961,6542.709961,6542.709961,6542.709961,1012600000.0
NYA,8891.0,6491.950195,6491.950195,6491.950195,6491.950195,6491.950195,1216500000.0
NYA,8892.0,6592.720215,6592.720215,6592.720215,6592.720215,6592.720215,1203600000.0
NYA,8893.0,6654.680176,6654.680176,6654.680176,6654.680176,6654.680176,1345200000.0
NYA,8894.0,6742.22998,6742.22998,6742.22998,6742.22998,6742.22998,1091300000.0
NYA,8895.0,6712.52002,6712.52002,6712.52002,6712.52002,6712.52002,1226000000.0
NYA,8896.0,6778.180176,6778.180176,6778.180176,6778.180176,6778.180176,1181300000.0
NYA,8897.0,6754.819824,6754.819824,6754.819824,6754.819824,6754.819824,1342200000.0
NYA,8898.0,6687.040039,6687.040039,6687.040039,6687.040039,6687.040039,1137900000.0
NYA,8899.0,6767.720215,6767.720215,6767.720215,6767.720215,6767.720215,1082100000.0
NYA,8900.0,6756.830078,6756.830078,6756.830078,6756.830078,6756.830078,949000000.0
NYA,8901.0,6730.290039,6730.290039,6730.290039,6730.290039,6730.290039,1006300000.0
NYA,8902.0,6727.959961,6727.959961,6727.959961,6727.959961,6727.959961,1132400000.0
NYA,8903.0,6745.930176,6745.930176,6745.930176,6745.930176,6745.930176,1056700000.0
NYA,8904.0,6699.939941,6699.939941,6699.939941,6699.939941,6699.939941,906200000.0
NYA,8905.0,6730.5,6730.5,6730.5,6730.5,6730.5,858200000.0
NYA,8906.0,6740.009766,6740.009766,6740.009766,6740.009766,6740.009766,1071800000.0
NYA,8907.0,6901.790039,6901.790039,6901.790039,6901.790039,6901.790039,1405300000.0
NYA,8908.0,6928.439941,6928.439941,6928.439941,6928.439941,6928.439941,1355600000.0
NYA,8909.0,6948.529785,6948.529785,6948.529785,6948.529785,6948.529785,1130800000.0
NYA,8910.0,7016.299805,7016.299805,7016.299805,7016.299805,7016.299805,1174900000.0
NYA,8911.0,6993.359863,6993.359863,6993.359863,6993.359863,6993.359863,1260400000.0
NYA,8912.0,6903.589844,6903.589844,6903.589844,6903.589844,6903.589844,1134800000.0
NYA,8913.0,6904.430176,6904.430176,6904.430176,6904.430176,6904.430176,1100700000.0
NYA,8914.0,6842.580078,6842.580078,6842.580078,6842.580078,6842.580078,828100000.0
NYA,8915.0,6821.330078,6821.330078,6821.330078,6821.330078,6821.330078,1026000000.0
NYA,8916.0,6747.200195,6747.200195,6747.200195,6747.200195,6747.200195,1158600000.0
NYA,8917.0,6784.850098,6784.850098,6784.850098,6784.850098,6784.850098,1226600000.0
NYA,8918.0,6796.899902,6796.899902,6796.899902,6796.899902,6796.899902,1015000000.0
NYA,8919.0,6836.02002,6836.02002,6836.02002,6836.02002,6836.02002,836500000.0
NYA,8920.0,6894.390137,6894.390137,6894.390137,6894.390137,6894.390137,1116800000.0
NYA,8921.0,6820.580078,6820.580078,6820.580078,6820.580078,6820.580078,1061900000.0
NYA,8922.0,6828.620117,6828.620117,6828.620117,6828.620117,6828.620117,1089600000.0
NYA,8923.0,6786.220215,6786.220215,6786.220215,6786.220215,6786.220215,726200000.0
NYA,8924.0,6739.379883,6739.379883,6739.379883,6739.379883,6739.379883,870100000.0
NYA,8925.0,6736.310059,6736.310059,6736.310059,6736.310059,6736.310059,1136500000.0
NYA,8926.0,6690.209961,6690.209961,6690.209961,6690.209961,6690.209961,1063600000.0
NYA,8927.0,6597.580078,6597.580078,6597.580078,6597.580078,6597.580078,1242900000.0
NYA,8928.0,6576.22998,6576.22998,6576.22998,6576.22998,6576.22998,1635550000.0
NYA,8929.0,6554.129883,6554.129883,6554.129883,6554.129883,6554.129883,1111600000.0
NYA,8930.0,6564.069824,6564.069824,6564.069824,6564.069824,6564.069824,1184900000.0
NYA,8931.0,6614.080078,6614.080078,6614.080078,6614.080078,6614.080078,1350100000.0
NYA,8932.0,6672.870117,6672.870117,6672.870117,6672.870117,6672.870117,1546820000.0
NYA,8933.0,6612.490234,6612.490234,6612.490234,6612.490234,6612.490234,1189200000.0
NYA,8934.0,6557.089844,6557.089844,6557.089844,6557.089844,6557.089844,1050100000.0
NYA,8935.0,6543.240234,6543.240234,6543.240234,6543.240234,6543.240234,1198900000.0
NYA,8936.0,6513.419922,6513.419922,6513.419922,6513.419922,6513.419922,1162100000.0
NYA,8937.0,6573.689941,6573.689941,6573.689941,6573.689941,6573.689941,1327300000.0
NYA,8938.0,6574.319824,6574.319824,6574.319824,6574.319824,6574.319824,1832360000.0
NYA,8939.0,6632.580078,6632.580078,6632.580078,6632.580078,6632.580078,1128300000.0
NYA,8940.0,6619.259766,6619.259766,6619.259766,6619.259766,6619.259766,622110000.0
NYA,8941.0,6565.22998,6565.22998,6565.22998,6565.22998,6565.22998,934900000.0
NYA,8942.0,6443.0,6443.0,6443.0,6443.0,6443.0,1056700000.0
NYA,8943.0,6469.959961,6469.959961,6469.959961,6469.959961,6469.959961,1045700000.0
NYA,8944.0,6406.939941,6406.939941,6406.939941,6406.939941,6406.939941,1263800000.0
NYA,8945.0,6378.290039,6378.290039,6378.290039,6378.290039,6378.290039,1384100000.0
NYA,8946.0,6479.160156,6479.160156,6479.160156,6479.160156,6479.160156,1394000000.0
NYA,8947.0,6515.109863,6515.109863,6515.109863,6515.109863,6515.109863,1121700000.0
NYA,8948.0,6466.680176,6466.680176,6466.680176,6466.680176,6466.680176,1039800000.0
NYA,8949.0,6520.290039,6520.290039,6520.290039,6520.290039,6520.290039,1238100000.0
NYA,8950.0,6508.450195,6508.450195,6508.450195,6508.450195,6508.450195,1316300000.0
NYA,8951.0,6528.640137,6528.640137,6528.640137,6528.640137,6528.640137,1343500000.0
NYA,8952.0,6520.709961,6520.709961,6520.709961,6520.709961,6520.709961,1170900000.0
NYA,8953.0,6433.899902,6433.899902,6433.899902,6433.899902,6433.899902,986900000.0
NYA,8954.0,6324.359863,6324.359863,6324.359863,6324.359863,6324.359863,1198700000.0
NYA,8955.0,6411.060059,6411.060059,6411.060059,6411.060059,6411.060059,1280700000.0
NYA,8956.0,6470.910156,6470.910156,6470.910156,6470.910156,6470.910156,1213900000.0
NYA,8957.0,6487.620117,6487.620117,6487.620117,6487.620117,6487.620117,1015300000.0
NYA,8958.0,6490.680176,6490.680176,6490.680176,6490.680176,6490.680176,909100000.0
NYA,8959.0,6523.359863,6523.359863,6523.359863,6523.359863,6523.359863,1129200000.0
NYA,8960.0,6525.580078,6525.580078,6525.580078,6525.580078,6525.580078,1340300000.0
NYA,8961.0,6538.799805,6538.799805,6538.799805,6538.799805,6538.799805,1218300000.0
NYA,8962.0,6516.700195,6516.700195,6516.700195,6516.700195,6516.700195,939900000.0
NYA,8963.0,6451.350098,6451.350098,6451.350098,6451.350098,6451.350098,811700000.0
NYA,8964.0,6476.410156,6476.410156,6476.410156,6476.410156,6476.410156,1012000000.0
NYA,8965.0,6390.970215,6390.970215,6390.970215,6390.970215,6390.970215,1124600000.0
NYA,8966.0,6389.279785,6389.279785,6389.279785,6389.279785,6389.279785,1104200000.0
NYA,8967.0,6432.419922,6432.419922,6432.419922,6432.419922,6432.419922,960900000.0
NYA,8968.0,6429.149902,6429.149902,6429.149902,6429.149902,6429.149902,837600000.0
NYA,8969.0,6423.959961,6423.959961,6423.959961,6423.959961,6423.959961,964600000.0
NYA,8970.0,6406.620117,6406.620117,6406.620117,6406.620117,6406.620117,1065600000.0
NYA,8971.0,6411.490234,6411.490234,6411.490234,6411.490234,6411.490234,1055400000.0
NYA,8972.0,6335.569824,6335.569824,6335.569824,6335.569824,6335.569824,974300000.0
NYA,8973.0,6377.759766,6377.759766,6377.759766,6377.759766,6377.759766,897100000.0
NYA,8974.0,6330.490234,6330.490234,6330.490234,6330.490234,6330.490234,1041600000.0
NYA,8975.0,6362.950195,6362.950195,6362.950195,6362.950195,6362.950195,1110800000.0
NYA,8976.0,6353.649902,6353.649902,6353.649902,6353.649902,6353.649902,986200000.0
NYA,8977.0,6434.859863,6434.859863,6434.859863,6434.859863,6434.859863,1043600000.0
NYA,8978.0,6407.049805,6407.049805,6407.049805,6407.049805,6407.049805,842600000.0
NYA,8979.0,6331.970215,6331.970215,6331.970215,6331.970215,6331.970215,987100000.0
NYA,8980.0,6275.830078,6275.830078,6275.830078,6275.830078,6275.830078,963700000.0
NYA,8981.0,6197.259766,6197.259766,6197.259766,6197.259766,6197.259766,1157000000.0
NYA,8982.0,6215.660156,6215.660156,6215.660156,6215.660156,6215.660156,920100000.0
NYA,8983.0,6233.740234,6233.740234,6233.740234,6233.740234,6233.740234,1178300000.0
NYA,8984.0,6222.319824,6222.319824,6222.319824,6222.319824,6222.319824,1384500000.0
NYA,8985.0,6104.319824,6104.319824,6104.319824,6104.319824,6104.319824,1359700000.0
NYA,8986.0,5986.529785,5986.529785,5986.529785,5986.529785,5986.529785,1424300000.0
NYA,8987.0,6006.720215,6006.720215,6006.720215,6006.720215,6006.720215,1276600000.0
NYA,8988.0,5730.859863,5730.859863,5730.859863,5730.859863,5730.859863,2330830000.0
NYA,8989.0,5692.580078,5692.580078,5692.580078,5692.580078,5692.580078,1650410000.0
NYA,8990.0,5597.52002,5597.52002,5597.52002,5597.52002,5597.52002,2120550000.0
NYA,8991.0,5436.589844,5436.589844,5436.589844,5436.589844,5436.589844,2004800000.0
NYA,8992.0,5331.379883,5331.379883,5331.379883,5331.379883,5331.379883,2317300000.0
NYA,8993.0,5513.350098,5513.350098,5513.350098,5513.350098,5513.350098,1746600000.0
NYA,8994.0,5561.680176,5561.680176,5561.680176,5561.680176,5561.680176,1613800000.0
NYA,8995.0,5546.560059,5546.560059,5546.560059,5546.560059,5546.560059,1519100000.0
NYA,8996.0,5628.399902,5628.399902,5628.399902,5628.399902,5628.399902,1467000000.0
NYA,8997.0,5750.419922,5750.419922,5750.419922,5750.419922,5750.419922,1727400000.0
NYA,8998.0,5731.490234,5731.490234,5731.490234,5731.490234,5731.490234,1175600000.0
NYA,8999.0,5803.069824,5803.069824,5803.069824,5803.069824,5803.069824,1289800000.0
NYA,9000.0,5880.580078,5880.580078,5880.580078,5880.580078,5880.580078,1650600000.0
NYA,9001.0,5866.089844,5866.089844,5866.089844,5866.089844,5866.089844,1609100000.0
NYA,9002.0,5862.080078,5862.080078,5862.080078,5862.080078,5862.080078,1301700000.0
NYA,9003.0,5806.669922,5806.669922,5806.669922,5806.669922,5806.669922,979000000.0
NYA,9004.0,5801.069824,5801.069824,5801.069824,5801.069824,5801.069824,1227800000.0
NYA,9005.0,5919.910156,5919.910156,5919.910156,5919.910156,5919.910156,1312400000.0
NYA,9006.0,5982.509766,5982.509766,5982.509766,5982.509766,5982.509766,1704580000.0
NYA,9007.0,5942.22998,5942.22998,5942.22998,5942.22998,5942.22998,1331400000.0
NYA,9008.0,5940.529785,5940.529785,5940.529785,5940.529785,5940.529785,1024700000.0
NYA,9009.0,5977.009766,5977.009766,5977.009766,5977.009766,5977.009766,1210500000.0
NYA,9010.0,5899.299805,5899.299805,5899.299805,5899.299805,5899.299805,1452200000.0
NYA,9011.0,5839.129883,5839.129883,5839.129883,5839.129883,5839.129883,1262900000.0
NYA,9012.0,5861.22998,5861.22998,5861.22998,5861.22998,5861.22998,1294900000.0
NYA,9013.0,5936.620117,5936.620117,5936.620117,5936.620117,5936.620117,1105700000.0
NYA,9014.0,5906.799805,5906.799805,5906.799805,5906.799805,5906.799805,1317300000.0
NYA,9015.0,5890.410156,5890.410156,5890.410156,5890.410156,5890.410156,1336200000.0
NYA,9016.0,5952.589844,5952.589844,5952.589844,5952.589844,5952.589844,1364400000.0
NYA,9017.0,5990.859863,5990.859863,5990.859863,5990.859863,5990.859863,1244500000.0
NYA,9018.0,5877.410156,5877.410156,5877.410156,5877.410156,5877.410156,1106100000.0
NYA,9019.0,5781.080078,5781.080078,5781.080078,5781.080078,5781.080078,1297400000.0
NYA,9020.0,5776.850098,5776.850098,5776.850098,5776.850098,5776.850098,1352500000.0
NYA,9021.0,5878.569824,5878.569824,5878.569824,5878.569824,5878.569824,1317400000.0
NYA,9022.0,5895.910156,5895.910156,5895.910156,5895.910156,5895.910156,1121900000.0
NYA,9023.0,5961.359863,5961.359863,5961.359863,5961.359863,5961.359863,1267700000.0
NYA,9024.0,6030.089844,6030.089844,6030.089844,6030.089844,6030.089844,1356000000.0
NYA,9025.0,6010.950195,6010.950195,6010.950195,6010.950195,6010.950195,1411300000.0
NYA,9026.0,6027.77002,6027.77002,6027.77002,6027.77002,6027.77002,1517500000.0
NYA,9027.0,6033.47998,6033.47998,6033.47998,6033.47998,6033.47998,1093800000.0
NYA,9028.0,6017.720215,6017.720215,6017.720215,6017.720215,6017.720215,991600000.0
NYA,9029.0,6114.890137,6114.890137,6114.890137,6114.890137,6114.890137,1370100000.0
NYA,9030.0,6127.27002,6127.27002,6127.27002,6127.27002,6127.27002,1443400000.0
NYA,9031.0,6130.540039,6130.540039,6130.540039,6130.540039,6130.540039,1454500000.0
NYA,9032.0,6120.390137,6120.390137,6120.390137,6120.390137,6120.390137,1337400000.0
NYA,9033.0,6178.129883,6178.129883,6178.129883,6178.129883,6178.129883,1316800000.0
NYA,9034.0,6157.290039,6157.290039,6157.290039,6157.290039,6157.290039,1330200000.0
NYA,9035.0,6128.109863,6128.109863,6128.109863,6128.109863,6128.109863,1029300000.0
NYA,9036.0,6194.299805,6194.299805,6194.299805,6194.299805,6194.299805,410300000.0
NYA,9037.0,6219.790039,6219.790039,6219.790039,6219.790039,6219.790039,1129800000.0
NYA,9038.0,6181.189941,6181.189941,6181.189941,6181.189941,6181.189941,1288000000.0
NYA,9039.0,6082.009766,6082.009766,6082.009766,6082.009766,6082.009766,1423700000.0
NYA,9040.0,6130.120117,6130.120117,6130.120117,6130.120117,6130.120117,1375700000.0
NYA,9041.0,6125.040039,6125.040039,6125.040039,6125.040039,6125.040039,1343600000.0
NYA,9042.0,6082.959961,6082.959961,6082.959961,6082.959961,6082.959961,1202900000.0
NYA,9043.0,6145.029785,6145.029785,6145.029785,6145.029785,6145.029785,1318500000.0
NYA,9044.0,6252.459961,6252.459961,6252.459961,6252.459961,6252.459961,1765300000.0
NYA,9045.0,6236.919922,6236.919922,6236.919922,6236.919922,6236.919922,1487900000.0
NYA,9046.0,6208.790039,6208.790039,6208.790039,6208.790039,6208.790039,1248200000.0
NYA,9047.0,6114.259766,6114.259766,6114.259766,6114.259766,6114.259766,1218700000.0
NYA,9048.0,6091.629883,6091.629883,6091.629883,6091.629883,6091.629883,1367200000.0
NYA,9049.0,6084.02002,6084.02002,6084.02002,6084.02002,6084.02002,1449700000.0
NYA,9050.0,6019.310059,6019.310059,6019.310059,6019.310059,6019.310059,1511500000.0
NYA,9051.0,6039.189941,6039.189941,6039.189941,6039.189941,6039.189941,1306800000.0
NYA,9052.0,6088.879883,6088.879883,6088.879883,6088.879883,6088.879883,1260400000.0
NYA,9053.0,6138.689941,6138.689941,6138.689941,6138.689941,6138.689941,1354000000.0
NYA,9054.0,6186.899902,6186.899902,6186.899902,6186.899902,6186.899902,1484900000.0
NYA,9055.0,6167.22998,6167.22998,6167.22998,6167.22998,6167.22998,1490500000.0
NYA,9056.0,6193.029785,6193.029785,6193.029785,6193.029785,6193.029785,1694000000.0
NYA,9057.0,6196.72998,6196.72998,6196.72998,6196.72998,6196.72998,439670000.0
NYA,9058.0,6224.02002,6224.02002,6224.02002,6224.02002,6224.02002,791100000.0
NYA,9059.0,6260.490234,6260.490234,6260.490234,6260.490234,6260.490234,876300000.0
NYA,9060.0,6284.810059,6284.810059,6284.810059,6284.810059,6284.810059,917400000.0
NYA,9061.0,6236.390137,6236.390137,6236.390137,6236.390137,6236.390137,943600000.0
NYA,9062.0,6244.209961,6244.209961,6244.209961,6244.209961,6244.209961,1171000000.0
NYA,9063.0,6266.310059,6266.310059,6266.310059,6266.310059,6266.310059,1398900000.0
NYA,9064.0,6307.970215,6307.970215,6307.970215,6307.970215,6307.970215,1513000000.0
NYA,9065.0,6271.810059,6271.810059,6271.810059,6271.810059,6271.810059,1308300000.0
NYA,9066.0,6235.430176,6235.430176,6235.430176,6235.430176,6235.430176,1258800000.0
NYA,9067.0,6207.410156,6207.410156,6207.410156,6207.410156,6207.410156,1452000000.0
NYA,9068.0,6210.899902,6210.899902,6210.899902,6210.899902,6210.899902,1299000000.0
NYA,9069.0,6161.0,6161.0,6161.0,6161.0,6161.0,1211900000.0
NYA,9070.0,6122.609863,6122.609863,6122.609863,6122.609863,6122.609863,1286400000.0
NYA,9071.0,6160.569824,6160.569824,6160.569824,6160.569824,6160.569824,1386900000.0
NYA,9072.0,6081.589844,6081.589844,6081.589844,6081.589844,6081.589844,1482500000.0
NYA,9073.0,6124.939941,6124.939941,6124.939941,6124.939941,6124.939941,1380100000.0
NYA,9074.0,6092.47998,6092.47998,6092.47998,6092.47998,6092.47998,1333300000.0
NYA,9075.0,6072.180176,6072.180176,6072.180176,6072.180176,6072.180176,1311600000.0
NYA,9076.0,6107.600098,6107.600098,6107.600098,6107.600098,6107.600098,1479200000.0
NYA,9077.0,6121.339844,6121.339844,6121.339844,6121.339844,6121.339844,1552800000.0
NYA,9078.0,6133.819824,6133.819824,6133.819824,6133.819824,6133.819824,1345100000.0
NYA,9079.0,6128.850098,6128.850098,6128.850098,6128.850098,6128.850098,1186800000.0
NYA,9080.0,5973.419922,5973.419922,5973.419922,5973.419922,5973.419922,1812000000.0
NYA,9081.0,6032.740234,6032.740234,6032.740234,6032.740234,6032.740234,2019600000.0
NYA,9082.0,6116.899902,6116.899902,6116.899902,6116.899902,6116.899902,1557000000.0
NYA,9083.0,6087.930176,6087.930176,6087.930176,6087.930176,6087.930176,1367200000.0
NYA,9084.0,5949.200195,5949.200195,5949.200195,5949.200195,5949.200195,1437600000.0
NYA,9085.0,5927.629883,5927.629883,5927.629883,5927.629883,5927.629883,1778300000.0
NYA,9086.0,5898.129883,5898.129883,5898.129883,5898.129883,5898.129883,1665800000.0
NYA,9087.0,5894.75,5894.75,5894.75,5894.75,5894.75,1441600000.0
NYA,9088.0,5977.75,5977.75,5977.75,5977.75,5977.75,1371900000.0
NYA,9089.0,6055.359863,6055.359863,6055.359863,6055.359863,6055.359863,1159400000.0
NYA,9090.0,6042.680176,6042.680176,6042.680176,6042.680176,6042.680176,1094200000.0
NYA,9091.0,6091.419922,6091.419922,6091.419922,6091.419922,6091.419922,1215900000.0
NYA,9092.0,6086.870117,6086.870117,6086.870117,6086.870117,6086.870117,1272500000.0
NYA,9093.0,6040.240234,6040.240234,6040.240234,6040.240234,6040.240234,1359200000.0
NYA,9094.0,5943.279785,5943.279785,5943.279785,5943.279785,5943.279785,1189900000.0
NYA,9095.0,6017.930176,6017.930176,6017.930176,6017.930176,6017.930176,1438900000.0
NYA,9096.0,5959.140137,5959.140137,5959.140137,5959.140137,5959.140137,1381600000.0
NYA,9097.0,6008.839844,6008.839844,6008.839844,6008.839844,6008.839844,1411000000.0
NYA,9098.0,6094.279785,6094.279785,6094.279785,6094.279785,6094.279785,1367400000.0
NYA,9099.0,6104.640137,6104.640137,6104.640137,6104.640137,6104.640137,1309200000.0
NYA,9100.0,6124.299805,6124.299805,6124.299805,6124.299805,6124.299805,1393800000.0
NYA,9101.0,6117.959961,6117.959961,6117.959961,6117.959961,6117.959961,1392200000.0
NYA,9102.0,6224.02002,6224.02002,6224.02002,6224.02002,6224.02002,1456500000.0
NYA,9103.0,6332.5,6332.5,6332.5,6332.5,6332.5,1594300000.0
NYA,9104.0,6287.25,6287.25,6287.25,6287.25,6287.25,1549300000.0
NYA,9105.0,6377.120117,6377.120117,6377.120117,6377.120117,6377.120117,1541300000.0
NYA,9106.0,6353.75,6353.75,6353.75,6353.75,6353.75,1517400000.0
NYA,9107.0,6366.439941,6366.439941,6366.439941,6366.439941,6366.439941,1412000000.0
NYA,9108.0,6388.859863,6388.859863,6388.859863,6388.859863,6388.859863,1210200000.0
NYA,9109.0,6392.97998,6392.97998,6392.97998,6392.97998,6392.97998,1304400000.0
NYA,9110.0,6348.359863,6348.359863,6348.359863,6348.359863,6348.359863,1354000000.0
NYA,9111.0,6352.700195,6352.700195,6352.700195,6352.700195,6352.700195,1208800000.0
NYA,9112.0,6419.629883,6419.629883,6419.629883,6419.629883,6419.629883,1493900000.0
NYA,9113.0,6420.790039,6420.790039,6420.790039,6420.790039,6420.790039,1169500000.0
NYA,9114.0,6445.009766,6445.009766,6445.009766,6445.009766,6445.009766,1255000000.0
NYA,9115.0,6369.299805,6369.299805,6369.299805,6369.299805,6369.299805,1304900000.0
NYA,9116.0,6363.47998,6363.47998,6363.47998,6363.47998,6363.47998,1339200000.0
NYA,9117.0,6345.189941,6345.189941,6345.189941,6345.189941,6345.189941,1243300000.0
NYA,9118.0,6264.200195,6264.200195,6264.200195,6264.200195,6264.200195,1057900000.0
NYA,9119.0,6298.560059,6298.560059,6298.560059,6298.560059,6298.560059,1223600000.0
